Open,High,Low,Close,Volume,Date,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
105.94607674249058,111.01535779012765,105.73485547801977,110.23768615722656,7034200.0,2020-04-06,,,,,112.60150909423828
114.0588506909573,114.7981177775565,110.28569154526123,110.35289764404297,5595300.0,2020-04-07,,,,,113.78852081298828
111.66821401884941,115.17254864284114,110.47770288703913,114.52928924560547,5158600.0,2020-04-08,,,,,113.81771087646484
115.67181019513693,118.01442813096135,115.37417689280167,116.6511001586914,5576800.0,2020-04-09,,,,,118.2739028930664
116.77590320263761,116.93912429199978,113.329178921473,116.3150634765625,5119700.0,2020-04-13,,,,,117.0382308959961
118.53286694943495,120.18422510072551,117.72639380108285,118.96491241455078,5088700.0,2020-04-14,,,,,118.09876251220703
114.3660789954504,115.39337639976384,112.10026292753965,113.95323944091797,5637300.0,2020-04-15,,,,,115.89986419677734
114.26046447612686,114.9709299673287,109.85364172312057,111.11136627197266,6457600.0,2020-04-16,,,,,115.1895980834961
114.53889728641833,115.58539330816664,113.2139665782553,115.326171875,4966000.0,2020-04-17,112.95954028937264,,,,118.46849822998047
114.39488188859474,117.95681979577022,113.42518760742246,115.60459899902344,8181700.0,2020-04-20,115.01893341192304,,,,122.14631652832031
109.45041138679926,112.47470053483866,107.5878318665948,112.10026550292969,14349000.0,2020-04-21,113.88602848366016,,,,121.16361236572266
115.08614088369855,115.52778198012791,112.85872947458108,114.5484848022461,7087900.0,2020-04-22,113.88602848366016,,,,121.52362060546875
114.79811870254878,118.12003378679876,114.36608053903001,116.507080078125,6881600.0,2020-04-23,113.88602848366016,,,,121.51387786865234
117.52477574134203,120.0114086118197,115.940623682683,119.74258422851562,4987300.0,2020-04-24,113.88602848366016,,,,122.59387969970703
120.54906563022521,121.9219965317206,120.46266092606939,120.89469909667969,4923800.0,2020-04-27,114.7549141991577,,,,125.56143188476562
122.92049092910968,123.08370469606308,120.3762474578163,121.23072814941406,4778100.0,2020-04-28,115.33576828132894,,,,125.40575408935547
123.73657313586773,124.14940536863396,122.44044400308707,123.55415344238281,5257600.0,2020-04-29,115.86861861761437,,,,128.49005126953125
121.4707437431438,122.1908121925951,120.22262949237722,120.54905700683594,6635800.0,2020-04-30,115.86861861761437,,,,132.08030700683594
118.27365265327738,118.54247705225124,116.54548533856608,117.00633239746094,4925500.0,2020-05-01,115.86861861761437,,,,128.30519104003906
115.99822686720896,117.10233329191914,114.62529605907336,116.82390594482422,4017900.0,2020-05-04,118.50406742160752,,,,126.35926055908203
118.4656598570345,119.35854502086355,117.58237765677124,117.68798828125,3899400.0,2020-05-05,119.25774295383198,,,,114.81986999511719
118.32164640371364,119.09932531558987,117.52477621426003,118.25444030761719,3864600.0,2020-05-06,119.38735071385366,,,,118.61444091796875
119.65552020563833,119.92794985825813,117.58309513378529,117.95282745361328,4412600.0,2020-05-07,119.38735071385366,,,,118.36146545410156
119.35389581992055,119.89876255068968,117.78741788736805,119.66524505615234,5003900.0,2020-05-08,119.38735071385366,,,,121.76685333251953
118.51714109741694,120.1128068305941,117.40795900052919,119.27605438232422,3535300.0,2020-05-11,119.38735071385366,,,,120.79389190673828
119.68470070757027,120.95928539991344,117.00904083251952,117.00904083251953,4784500.0,2020-05-12,118.40805412583424,114.94213042332686,,,120.80361938476562
116.70742487204936,116.74634445489632,111.7452931179078,112.60150909423828,5882800.0,2020-05-13,116.35228925891062,115.86861861761437,,,119.1593017578125
111.47286135106235,113.92473563879855,108.7874695706646,113.78852081298828,5259400.0,2020-05-14,114.87337748528901,115.86861861761437,,,117.79714965820312
112.79609230632575,114.21662358438851,112.13447428692588,113.81771087646484,4786300.0,2020-05-15,114.87337748528901,115.86861861761437,,,116.1820297241211
116.63931752826409,119.0522797041728,116.51283445129864,118.2739028930664,4207600.0,2020-05-18,114.87337748528901,115.86861861761437,,,113.2728500366211
117.91390290190566,118.86740664588977,116.892284324486,117.0382308959961,3241100.0,2020-05-19,114.87337748528901,115.86861861761437,,,115.81229400634766
117.66093021756036,119.15930067815388,117.33984924247224,118.09876251220703,3840700.0,2020-05-20,114.87337748528901,115.86861861761437,,,114.02204132080078
117.71930824591617,118.42957762117625,115.75391762124158,115.89986419677734,4000900.0,2020-05-21,114.87337748528901,115.86861861761437,,,116.51283264160156
116.14310930393393,116.24040454932928,114.41122127403047,115.1895980834961,4180800.0,2020-05-22,114.87337748528901,115.86861861761437,,,117.50525665283203
118.02093417143462,119.3052506856122,117.73877276912613,118.46849822998047,5469300.0,2020-05-26,114.04636012813839,115.86861861761437,,,115.33554077148438
120.58957032281145,122.4284779379362,120.13227450112885,122.14631652832031,5727500.0,2020-05-27,115.60797375430039,115.86861861761437,,,116.46417999267578
123.44035962666882,123.5376548685731,120.86199488887404,121.16361236572266,3915300.0,2020-05-28,117.83606457774948,116.46843746964927,,,116.9409408569336
120.3268675272834,121.74739893367433,118.93552395299305,121.52362060546875,7930500.0,2020-05-29,118.97443807130179,116.46843746964927,,,114.4014892578125
